frame,predicate,cutoff_A,arm,backbone,n,n_engaged,p_engaged,p_engaged_lo95,p_engaged_hi95,p_active_given_engaged,p_agv_lo95,p_agv_hi95,n_engaged_but_inactive
frame_36,tilt_only,12.0,decoy,boltz,1800,474,0.2633333333333333,0.16206525096525098,0.36148498498498494,0.7805907172995781,0.5528154616562513,0.9382509582195117,104
frame_36,tilt_only,12.0,decoy,chai,1800,666,0.37,0.22538277027027026,0.5131355846774194,0.7807807807807807,0.5345132211538461,0.9547624737982265,146
frame_36,tilt_only,12.0,decoy,of3,1800,723,0.40166666666666667,0.2851309523809524,0.5218836805555556,0.8243430152143845,0.7342669187587713,0.911446298673513,127
frame_36,tilt_only,12.0,decoy,protenix,1800,607,0.3372222222222222,0.2280848925848926,0.43558333333333327,0.8780889621087314,0.7368272014988928,0.9707730210016154,74
frame_36,tilt_only,14.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,14.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,14.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,14.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,14.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,14.0,cognate,panel_all,7200,6827,0.9481944444444445,0.8773233506944444,0.9911444581280788,0.9619159220741175,0.9282264927870033,0.9861521535681916,260
frame_36,tilt_only,14.0,cognate,boltz,1800,1720,0.9555555555555556,0.8908571428571429,0.9989189189189189,0.9953488372093023,0.9901530505520046,1.0,8
frame_36,tilt_only,14.0,cognate,chai,1800,1635,0.9083333333333333,0.8154244360902255,0.9773684210526316,0.8685015290519877,0.7382610798343295,0.9626000834606021,215
frame_36,tilt_only,14.0,cognate,of3,1800,1721,0.9561111111111111,0.8815651147098515,0.9986677419354839,0.9785008715862871,0.9480211033217784,1.0,37
frame_36,tilt_only,14.0,cognate,protenix,1800,1751,0.9727777777777777,0.9120909090909091,1.0,1.0,1.0,1.0,0
frame_36,tilt_only,14.0,shuffled,panel_all,7200,5987,0.8315277777777778,0.7845154052936312,0.877896934460888,0.947051945882746,0.905678528676858,0.9762531766630002,317
frame_36,tilt_only,14.0,shuffled,boltz,1800,1541,0.8561111111111112,0.7848418118466899,0.917515625,0.9480856586632057,0.8687455035067624,0.9966835035283559,80
frame_36,tilt_only,14.0,shuffled,chai,1800,1149,0.6383333333333333,0.5018181818181818,0.7570894957983193,0.8798955613577023,0.7208658156911582,0.9791198983970067,138
frame_36,tilt_only,14.0,shuffled,of3,1800,1551,0.8616666666666667,0.7994368421052632,0.92125625,0.9458413926499033,0.9064504565553279,0.9776170373459886,84
frame_36,tilt_only,14.0,shuffled,protenix,1800,1746,0.97,0.9337142857142857,0.9927777777777778,0.9914089347079038,0.9766557131956058,1.0,15
frame_36,tilt_only,14.0,decoy,panel_all,7200,3564,0.495,0.38144178592725103,0.6004366554054055,0.7996632996632996,0.6970105164646335,0.8729753241206183,714
frame_36,tilt_only,14.0,decoy,boltz,1800,689,0.3827777777777778,0.24578629032258065,0.5285169133192388,0.7576197387518142,0.5481277200193424,0.9040893879360353,167
frame_36,tilt_only,14.0,decoy,chai,1800,1056,0.5866666666666667,0.43817171717171716,0.7322309523809524,0.7916666666666666,0.5957667818316662,0.9323483808652331,220
frame_36,tilt_only,14.0,decoy,of3,1800,922,0.5122222222222222,0.37074418604651166,0.6466976744186046,0.7852494577006508,0.6851067449743025,0.8907031024531024,198
frame_36,tilt_only,14.0,decoy,protenix,1800,897,0.49833333333333335,0.3476818181818182,0.643072192513369,0.8561872909698997,0.7648941043635618,0.9432624113475178,129
frame_36,tilt_only,16.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,16.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,16.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,16.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,16.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,16.0,cognate,panel_all,7200,7160,0.9944444444444445,0.9867227011494253,1.0,0.9579608938547486,0.9227163817821672,0.9856599737262197,301
frame_36,tilt_only,16.0,cognate,boltz,1800,1793,0.9961111111111111,0.9872727272727273,1.0,0.9949804796430564,0.9896313364055299,1.0,9
frame_36,tilt_only,16.0,cognate,chai,1800,1780,0.9888888888888889,0.9612903225806452,1.0,0.8629213483146068,0.7392610182370821,0.9596208389311837,244
frame_36,tilt_only,16.0,cognate,of3,1800,1787,0.9927777777777778,0.980527027027027,1.0,0.9731393396754336,0.9376363170770858,1.0,48
frame_36,tilt_only,16.0,cognate,protenix,1800,1800,1.0,1.0,1.0,1.0,1.0,1.0,0
frame_36,tilt_only,16.0,shuffled,panel_all,7200,6655,0.9243055555555556,0.8749930555555555,0.9638243697478992,0.9304282494365139,0.8879812482558554,0.963113968304773,463
frame_36,tilt_only,16.0,shuffled,boltz,1800,1660,0.9222222222222223,0.8514285714285714,0.9744469696969696,0.946987951807229,0.867510752688172,0.9948706836090377,88
frame_36,tilt_only,16.0,shuffled,chai,1800,1542,0.8566666666666667,0.7275,0.9575036764705882,0.8625162127107653,0.7178685864763846,0.9574387716265778,212
frame_36,tilt_only,16.0,shuffled,of3,1800,1684,0.9355555555555556,0.8736713735558409,0.979395202020202,0.9121140142517815,0.843007955051414,0.9697922468053459,148
frame_36,tilt_only,16.0,shuffled,protenix,1800,1769,0.9827777777777778,0.9535290143084261,1.0,0.9915206331260599,0.9768723559358494,1.0,15
frame_36,tilt_only,16.0,decoy,panel_all,7200,4228,0.5872222222222222,0.4623518099547511,0.7040480510752688,0.793282876064333,0.6994266009959812,0.8619157058190444,874
frame_36,tilt_only,16.0,decoy,boltz,1800,855,0.475,0.33511389961389965,0.6254545454545455,0.7461988304093568,0.5607530436756819,0.8789501898200225,217
frame_36,tilt_only,16.0,decoy,chai,1800,1261,0.7005555555555556,0.5502558139534883,0.8258931888544891,0.8001586042823157,0.6261070261820292,0.9292319660537482,252
frame_36,tilt_only,16.0,decoy,of3,1800,1014,0.5633333333333334,0.4093952205882353,0.7086490990990991,0.777120315581854,0.6733052274242205,0.8869912423625255,226
frame_36,tilt_only,16.0,decoy,protenix,1800,1098,0.61,0.4541131907308378,0.75236669829222,0.836976320582878,0.7482592881949651,0.9195690723411528,179
frame_36,tilt_only,18.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,18.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,18.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,18.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,18.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,18.0,cognate,panel_all,7200,7175,0.9965277777777778,0.991248922413793,1.0,0.9565156794425087,0.9190784699333845,0.9848637690690941,312
frame_36,tilt_only,18.0,cognate,boltz,1800,1796,0.9977777777777778,0.9927272727272727,1.0,0.9938752783964365,0.9866010921367787,1.0,11
frame_36,tilt_only,18.0,cognate,chai,1800,1787,0.9927777777777778,0.9748387096774194,1.0,0.859541130386122,0.7344794514575507,0.9579078947368421,251
frame_36,tilt_only,18.0,cognate,of3,1800,1792,0.9955555555555555,0.9854545454545455,1.0,0.9720982142857143,0.9336369764891402,1.0,50
frame_36,tilt_only,18.0,cognate,protenix,1800,1800,1.0,1.0,1.0,1.0,1.0,1.0,0
frame_36,tilt_only,18.0,shuffled,panel_all,7200,6894,0.9575,0.913647176022176,0.9887555147058824,0.922976501305483,0.8795365556635478,0.9582677267648338,531
frame_36,tilt_only,18.0,shuffled,boltz,1800,1720,0.9555555555555556,0.9017130952380952,0.9924421344421344,0.9476744186046512,0.8665450030102348,0.9949846084728277,90
frame_36,tilt_only,18.0,shuffled,chai,1800,1658,0.9211111111111111,0.8079508599508599,1.0,0.8365500603136309,0.6889109967461584,0.9416932889856144,271
frame_36,tilt_only,18.0,shuffled,of3,1800,1719,0.955,0.8993978991596638,0.9896783410138248,0.9098312972658522,0.8381405889221648,0.9697190599292431,155
frame_36,tilt_only,18.0,shuffled,protenix,1800,1797,0.9983333333333333,0.996,1.0,0.991652754590985,0.9771163773399053,1.0,15
frame_36,tilt_only,18.0,decoy,panel_all,7200,4674,0.6491666666666667,0.5143515625,0.7650168918918919,0.7753530166880617,0.6816189136843691,0.8474409751398766,1050
frame_36,tilt_only,18.0,decoy,boltz,1800,998,0.5544444444444444,0.4077418699186992,0.7023566176470588,0.7024048096192385,0.521493080627593,0.8474537031869175,297
frame_36,tilt_only,18.0,decoy,chai,1800,1406,0.7811111111111111,0.6219489506522973,0.910816402609506,0.7937411095305832,0.6124948112409276,0.9297804303108589,290
frame_36,tilt_only,18.0,decoy,of3,1800,1084,0.6022222222222222,0.44558333333333333,0.7423350094280328,0.7583025830258303,0.6468001921454682,0.8733895326506541,262
frame_36,tilt_only,18.0,decoy,protenix,1800,1186,0.6588888888888889,0.5041004201680672,0.8050040322580646,0.8305227655986509,0.7332621094212334,0.9097551139483799,201
frame_36,tilt_only,20.0,apo,panel_all,7200,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,20.0,apo,boltz,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,20.0,apo,chai,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,20.0,apo,of3,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,20.0,apo,protenix,1800,0,0.0,0.0,0.0,,,,0
frame_36,tilt_only,20.0,cognate,panel_all,7200,7188,0.9983333333333333,0.9951317567567568,1.0,0.9547857540345019,0.9172642996426946,0.9841916023166023,325
frame_36,tilt_only,20.0,cognate,boltz,1800,1797,0.9983333333333333,0.9945454545454545,1.0,0.993322203672788,0.9849243862303346,1.0,12
frame_36,tilt_only,20.0,cognate,chai,1800,1798,0.9988888888888889,0.9961290322580645,1.0,0.8542825361512792,0.7213647496841277,0.9573122332859175,262
frame_36,tilt_only,20.0,cognate,of3,1800,1793,0.9961111111111111,0.9872727272727273,1.0,0.9715560513106526,0.9317455223424415,1.0,51
frame_36,tilt_only,20.0,cognate,protenix,1800,1800,1.0,1.0,1.0,1.0,1.0,1.0,0
frame_36,tilt_only,20.0,shuffled,panel_all,7200,6965,0.9673611111111111,0.928550937001595,0.9962187055476529,0.9207465900933237,0.8769167514597879,0.9557551445198292,552
frame_36,tilt_only,20.0,shuffled,boltz,1800,1762,0.9788888888888889,0.9309090909090909,1.0,0.9472190692395006,0.8629871713924923,0.9950120967741936,93
frame_36,tilt_only,20.0,shuffled,chai,1800,1672,0.9288888888888889,0.8275675675675676,1.0,0.8295454545454546,0.6817574600971547,0.935547162771194,285
frame_36,tilt_only,20.0,shuffled,of3,1800,1731,0.9616666666666667,0.9045004480286739,0.9958823529411764,0.9081455805892548,0.8361639957626164,0.9686020196259085,159
frame_36,tilt_only,20.0,shuffled,protenix,1800,1800,1.0,1.0,1.0,0.9916666666666667,0.9771428571428571,1.0,15
frame_36,tilt_only,20.0,decoy,panel_all,7200,5067,0.70375,0.5707635135135135,0.8164705882352942,0.7525162818235642,0.648169587842386,0.8291734823567714,1254
frame_36,tilt_only,20.0,decoy,boltz,1800,1149,0.6383333333333333,0.49174324324324326,0.7828857142857142,0.6440382941688425,0.46105016577771374,0.7939766771027543,409
frame_36,tilt_only,20.0,decoy,chai,1800,1477,0.8205555555555556,0.6668105875152999,0.944375,0.7975626269465133,0.6254618149089902,0.9291415962036412,299
frame_36,tilt_only,20.0,decoy,of3,1800,1157,0.6427777777777778,0.492061038961039,0.7726351916376306,0.742437337942956,0.6299488954269485,0.8632296972731363,298
frame_36,tilt_only,20.0,decoy,protenix,1800,1284,0.7133333333333334,0.5508164835164835,0.8616294681778552,0.8068535825545171,0.7117545397205552,0.886786272023142,248
